"protection-from-good,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromGood.html#_protection-from-good"">protection from good</a></i>, but you may divide the duration among creatures touched."
"protection-from-law,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromLaw.html#_protection-from-law"">protection from law</a></i>, but you may divide the duration among creatures touched."
twisted-space,Targeted creature's attacks target a random square instead of the intended target.
warding-weapon,"The weapon you use for the focus of this spell defends you, allowing you to cast spells without provoking attacks of opportunity."
pellet-blast,Creates an explosion of conjured metal pellets.
"life-conduit,-improved",Transfers 2d6 hit points to your eidolon as a swift action.
obsidian-flow,Converts the surface of the ground into molten glass.
phantom-chariot,Conjures a quasi-real heavy chariot pulled by four horses.
"phantom-steed,-communal","As <i><a href=""/pathfinderRPG/prd/spells/phantomSteed.html#_phantom-steed"">phantom steed</a></i>, but you may divide the duration among creatures touched."
"protection-from-arrows,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromArrows.html#_protection-from-arrows"">protection from arrows</a></i>, but you may divide the duration among creatures touched."
"resist-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/resistEnergy.html#_resist-energy"">resist energy</a></i>, but you may divide the duration among creatures touched."
"spider-climb,-communal","As <i><a href=""/pathfinderRPG/prd/spells/spiderClimb.html#_spider-climb"">spider climb</a></i>, but you may divide the duration among creatures touched."
hostile-juxtaposition,"You create a dimensional link with a targeted creature, and switch spots with it."
"protection-from-energy,-communal","As <i><a href=""/pathfinderRPG/prd/spells/protectionFromEnergy.html#_protection-from-energy"">protection from energy</a></i>, but you may divide the duration among creatures touched."
"stoneskin,-communal","As <i><a href=""/pathfinderRPG/prd/spells/stoneskin.html#_stoneskin"">stoneskin</a></i>, but you may divide the duration among creatures touched."
summoner-conduit,The target takes damage whenever its summoned creature does.
"tongues,-communal","As <i><a href=""/pathfinderRPG/prd/spells/tongues.html#_tongues"">tongues</a></i>, but you may divide the duration among creatures touched."
energy-siege-shot,A Large siege engine deals energy damage that you designate with other effects depending on the type of energy you choose.
"life-conduit,-greater",You transfer 3d6 hit points to your eidolon as a swift action.
tar-pool,Converts the top layer of the ground into hot tar.
wreath-of-blades,"Four mithral daggers speed around you, attacking nearby creatures and protecting your spellcasting from attacks of opportunity."
"energy-siege-shot,-greater","As <i><a href=""spells/energySiegeShot.html#_energy-siege-shot"">energy siege shot</a></i>, but you can affect any size siege engine."
"hostile-juxtaposition,-greater",You may target one creature for every four of your caster levels.
walk-through-space,You can spend a move action to teleport 30 feet or to stand while prone without provoking attacks of opportunity.
air-bubble,Creates a small pocket of air around your head or an object.
compel-hostility,Compels opponents to attack you instead of your allies.
damp-powder,Ruins ammunition loaded in the targeted firearm.
jury-rig,Removes the broken condition from the targeted object.
lock-gaze,Compels the target to look only at you for the duration of the spell.
negative-reaction,Targeted creature may not positively influence anyone.
peacebond,Locks a weapon in place on the target's body.
reinforce-armaments,Temporarily mitigates the fragile quality in targeted weapon or armor.
unerring-weapon,"Grants a +2 bonus, +1 per four caster levels, on attack rolls to confirm a critical hit."
weaken-powder,Targeted firearm's ammunition halves the firearm's range and imposes a –2 penalty on damage rolls.
adoration,"You gain a bonus on <a href=""/pathfinderRPG/prd/skills/diplomacy.html#_diplomacy"">Diplomacy</a> checks and performance combat checks."
bestow-weapon-proficiency,Grants a creature proficiency in a single weapon for short period of time.
destabilize-powder,Ammunition in the targeted firearm is prone to misfire.
frost-fall,The area is covered in a chilling frost.
"mask-dweomer,-communal","As <i><a href=""/pathfinderRPG/prd/advanced/spells/maskDweomer.html#_mask-dweomer"">mask dweomer</a></i>, but you may divide the duration among creatures touched."
"mount,-communal","As <i><a href=""/pathfinderRPG/prd/spells/mount.html#_mount"">mount</a></i>, but you may divide the duration among creatures touched."
qualm,"Target gains penalties on ability checks, skill checks, and concentration checks until it spends an entire round doing nothing."
recoil-fire,Ammunition in the targeted firearm generates excessive recoil.
"reinforce-armaments,-communal","As <i><a href=""spells/reinforceArmaments.html#_reinforce-armaments"">reinforce armaments</a></i>, but you may divide the spell's duration among objects touched."
returning-weapon,"Grants a weapon the <i><a href=""/pathfinderRPG/prd/magicItems/weapons.html#_weapons-returning"">returning</a></i> special weapon quality."
stabilize-powder,Ammunition in the targeted firearm is less likely to misfire.
thunder-fire,Ammunition in the targeted firearm deafens opponents.
"delay-poison,-communal","As <i><a href=""/pathfinderRPG/prd/spells/delayPoison.html#_delay-poison"">delay poison</a></i>, but you may divide the duration among creatures touched."
flash-fire,Ammunition in the targeted firearm creates a tremendous flash capable of blinding the weapon's bearer and those around him.
healing-thief,You siphon half of all magical healing that the targeted creature receives.
hostile-levitation,Levitates the targeted creature up off the ground.
locate-weakness,You roll damage twice when you roll damage for a critical hit and take the best damage.
pup-shape,Transforms a single animal or magical beast into a younger and cuter version of itself for a short period of time.
"returning-weapon,-communal","As <i><a href=""spells/returningWeapon.html#_returning-weapon"">returning weapon</a></i>, but you may divide the duration among weapons touched."
absorb-toxicity,"You become immune to diseases and toxins, absorb one, and then spread it to others."
debilitating-portent,"Inflicts an ill fate on a creature, halving its damage when it attacks or casts a spell"
named-bullet,Imbues ammunition with accuracy against a specific creature type.
"tongues,-communal","As <i><a href=""/pathfinderRPG/prd/spells/tongues.html#_tongues"">tongues</a></i>, but you may divide the duration among creatures touched."
hostile-juxtaposition,"You create a dimensional link with a targeted creature, and switch spots with it."
summoner-conduit,The target takes damage whenever its summoned creature does.
symbol-of-striking,"As <i><a href=""/pathfinderRPG/prd/spells/symbolOfDeath.html#_symbol-of-death"">symbol of death</a></i>, but fills a 5-foot square."
wreath-of-blades,"Four mithral daggers speed around you, attacking nearby creatures and protecting your spellcasting from attacks of opportunity."
dust-form,You become an incorporeal creature of dust for a short period of time.
"named-bullet,-greater","As <i><a href=""spells/namedBullet.html#_named-bullet"">named bullet</a></i>, but deals 2 points of damage for every caster level."
"hostile-juxtaposition,-greater",You may target one creature for every four of your caster levels.
walk-through-space,You can spend a move action to teleport 30 feet or to stand while prone without provoking attacks of opportunity.
frightful-aspect,"You take on a terrifying, Large-sized form of yourself and emit an aura that causes creatures to become shaken or frightened."
heroic-invocation,"Grants a number of creatures bonuses on attacks and damage, temporary hit points, and immunity to fear and charm effects."
"mind-blank,-communal","As <i><a href=""/pathfinderRPG/prd/spells/mindBlank.html#_mind-blank"">mind blank</a></i>, but you may divide the duration among creatures touched."
anticipate-peril,Target gains a bonus on one initiative check.
polypurpose-panacea,Gain a relaxing or entertaining effect.
vocal-alteration,"<a href=""/pathfinderRPG/prd//skills/disguise.html#_disguise"">Disguise</a> target's voice."
youthful-appearance,Target appears younger.
acute-senses,"Subject gains a bonus on <a href=""/pathfinderRPG/prd//skills/perception.html#_perception"">Perception</a> checks."
blood-transcription,Learn a spell from the target's blood.
defensive-shock,Electricity damages your attackers.
ghostly-disguise,You look like a ghost of yourself.
skinsend,Animate and possess your own skin as if it were a separate creature.
"age-resistance,-lesser",Ignore penalties from middle age.
burrow,Target gains a burrow speed of 15.
countless-eyes,Extra eyes give all-around vision.
eruptive-pustules,Acid boils burst when you are attacked.
marionette-possession,"As <i><a href=""/pathfinderRPG/prd//spells/magicJar.html#_magic-jar"">magic jar</a></i>, but limited to line of sight."
monstrous-physique-i,Take the form and some of the powers of a Small or Medium monstrous humanoid.
undead-anatomy-i,Take the form and some of the powers of a Small or Medium undead.
age-resistance,Ignore penalties from old age.
"darkvision,-greater",See 120 ft. in total darkness.
echolocation,Sonic sense gives you blindsight 40 ft.
"false-life,-greater",Gain 2d10 temporary hp + 1/level.
monstrous-physique-ii,Take the form and some of the powers of a Tiny or Large monstrous humanoid.
touch-of-slime,Touch infests a target with green slime.
vermin-shape-i-,Take the form and some of the powers of a Small or Medium vermin.
vitriolic-mist,"As <i><a href=""/pathfinderRPG/prd//spells/fireShield.html#_fire-shield"">fire shield</a></i>, except acid damage."
"age-resistance,-greater",Ignore any penalties from venerable age.
monstrous-physique-iii,Take the form and some of the powers of a Diminutive or Huge monstrous humanoid.
undead-anatomy-ii,Take the form and some of the powers of a Tiny or Large undead.
vermin-shape-ii,"As <i>vermin shape</i>, but Tiny or Large."
monstrous-physique-iv,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/monstrousPhysique.html#_monstrous-physique-iii"">monstrous physique III</a></i>, with more abilities."
undead-anatomy-iii,Take the form and some of the powers of a Diminutive or Huge undead.
murderous-command,Target is compelled to kill its ally.
summon-minor-monster,Summon 1d3 Tiny animals.
wartrain-mount,Animal gains the combat training general purpose.
pernicious-poison,Target takes a &#8211;4 penalty against poison.
toxic-gift,Target suffers the effect of a poison in you.
unadulterated-loathing,Target is compelled to avoid another creature.
vestment-of-the-champion,Armor or shield gains a <br/>+1 enhancement per four levels.
blade-of-dark-triumph,"Bonded weapon gains <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-ghost-touch"">ghost touch</a></i>."
utter-contempt,Target's attitude worsens by two categories.
"darkvision,-greater",See 120 ft. in total darkness.
unholy-sword,"Weapon becomes +5, deals +2d6 damage vs. good."
anticipate-peril,Target gains a bonus on one initiative check.
chord-of-shards,Performance deals 2d6 piercing damage.
delusional-pride,Target is penalized on attacks and checks but gains bonus against charms and compulsions.
ear-piercing-scream,Deal sonic damage and daze target.
forced-quiet,Target cannot make loud noises.
fumbletongue,Target cannot speak intelligently.
horn-of-pursuit,Create three notes heard miles away.
ki-arrow,Arrow deals damage as your unarmed strike.
play-instrument,Play instrument as if you were skilled.
summon-minor-monster,Summon 1d3 Tiny animals.
unnatural-lust,Target is compelled to kiss or caress another.
unprepared-combatant,Target takes &#8211;4 on initiative and Reflex saves.
vocal-alteration,"<a href=""/pathfinderRPG/prd//skills/disguise.html#_disguise"">Disguise</a> target's voice."
youthful-appearance,Target appears younger.
acute-senses,"Subject gains  bonus on <a href=""/pathfinderRPG/prd//skills/perception.html#_perception"">Perception</a> checks."
allegro,"Gain <i><a href=""/pathfinderRPG/prd//spells/haste.html#_haste"">haste</a></i> while maintaining bardic performance."
boiling-blood,Targets take fire damage; orcs get +2 Strength.
compassionate-ally,Target compelled to help injured ally.
delay-pain,Ignore pain for 1 hour/level.
disguise-other,"As <i><a href=""/pathfinderRPG/prd//spells/disguiseSelf.html#_disguise-self"">disguise self</a></i>, but affects you or another."
distracting-cacophony,Noise makes it difficult to cast.
distressing-tone,Sound sickens 1d4 creatures.
ghostly-disguise,You look like a ghost of yourself.
haunting-mists,Creatures are shaken and take Wis damage.
mad-hallucination,Target takes penalties to mental actions.
masterwork-transformation,Make a normal item into a masterwork one.
miserable-pity,Opponents cannot attack a pathetic creature.
oppressive-boredom,Target loses its next action.
piercing-shriek,Target is staggered by a painful sound.
reckless-infatuation,Target is compelled to stay near another.
share-memory,Share one memory with the target.
silk-to-steel,Use a scarf as a shield or whip.
snapdragon-fireworks,Create 1 dragon firework/level.
steal-voice,Target gains the croaking spellblight.
unadulterated-loathing,Target is compelled to avoid another creature.
wartrain-mount,Animal gains the combat training general purpose.
control-summoned-creature,Direct a summoned monster as if you had summoned it.
curse-of-disgust,Target is sickened when viewing a trigger.
exquisite-accompaniment,Instrument maintains bardic performance for you.
rain-of-frogs,Summon a swarm of poisonous frogs.
haunting-choir,Spirits cause wracking pain to listeners.
mad-monkeys,Summon a swarm of mischievous monkeys.
malicious-spite,Target is compelled to plot against another.
overwhelming-grief,Grieving target can take no actions and is denied its Dex bonus.
smug-narcissism,Target is distracted by its sense of self.
terrible-remorse,Creature is compelled to harm itself.
vision-of-hell,Illusory hellscape makes creatures shaken.
witness,See through the target's eyes and ears.
dance-of-a-hundred-cuts,Gain +1 combat bonus/3 levels.
"daze,-mass","As <i><a href=""/pathfinderRPG/prd//spells/daze.html#_daze"">daze</a></i>, but affecting multiple creatures."
echolocation,Sonic sense gives you blindsight 40 ft.
envious-urge,Targets steal from or disarm others.
primal-scream,Free yourself from enchantments and paralysis effects.
serenity,Peaceful feelings harm those attempting violence.
shadow-step,Teleport from one shadow to another.
sonic-thrust,Sound moves targets away from you.
utter-contempt,Target's attitude worsens by two categories.
virtuoso-performance,Start a second bardic performance while maintaining the first.
wall-of-sound,Sonic wall deflects and damages creatures.
joyful-rapture,Negate harmful emotions.
ki-shout,Target takes 1d6 sonic/level and is stunned.
resonating-word,"Target is damaged, staggered, and stunned."
shadowbard,Shadowy duplicate starts a bardic performance.
vengeful-outrage,Target is compelled to destroy one enemy.
dance-of-a-thousand-cuts,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/danceOfAHundredCuts.html#_dance-of-a-hundred-cuts"">dance of a hundred cuts</a></i>, plus the benefits of <i><a href=""/pathfinderRPG/prd//spells/haste.html#_haste"">haste</a></i>."
overwhelming-presence,Creatures bow before you as if you were divine.
waves-of-ecstasy,Pleasure stuns and staggers creatures.
decompose-corpse,Turn corpse into clean skeleton.
diagnose-disease,Detect and identify diseases.
forbid-action,Target obeys your command to not do something.
know-the-enemy,"Gain +10 on a monster <a href=""/pathfinderRPG/prd//skills/knowledge.html#_knowledge"">Knowledge</a> check."
murderous-command,Target is compelled to kill its ally.
ray-of-sickening,Ray makes the subject sickened.
remove-sickness,"Suppress disease, nausea, and the sickened condition."
restore-corpse,Skeletal corpse grows flesh.
sanctify-corpse,Prevent a corpse from becoming an undead creature.
summon-minor-monster,Summon 1d3 Tiny animals.
"animate-dead,-lesser",Create one skeleton or zombie.
arrow-of-law,Harm and possibly daze chaotic creatures.
boiling-blood,Targets take fire damage; orcs get +2 Strength.
compassionate-ally,Target is compelled to help injured ally.
delay-pain,Ignore pain for 1 hour/level.
disfiguring-touch-,Target becomes disfigured.
dread-bolt,Harm and possibly sicken good creatures.
imbue-with-aura,Target emulates your cleric aura.
masterwork-transformation,Make a normal item into a masterwork one.
protective-penumbra,Shadow protects the target from light.
shard-of-chaos,Harm and possibly slow lawful creatures.
spear-of-purity,Harm and possibly blind evil creatures.
surmount-affliction,Temporarily suppress one condition.
web-shelter,Create a comfortable shelter made of webbing.
agonize-,Pain encourages an outsider to obey you.
archon's-aura,Aura penalizes enemy attacks and AC.
badger's-ferocity,"Weapons are <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-keen"">keen</a></i> while you concentrate."
blessing-of-the-mole,"1 ally/level gains darkvision and a +2 <a href=""/pathfinderRPG/prd//skills/stealth.html#_stealth"">Stealth</a> bonus."
ki-leech,Add to your <i>ki</i> pool when you critically hit.
sands-of-time,Target temporarily ages.
symbol-of-healing,Triggered rune heals living creatures.
vision-of-hell,Illusory hellscape makes creatures shaken.
aura-of-doom,Creatures in your aura become shaken.
blood-crow-strike,Unarmed strikes create crows that deal fire and negative energy damage.
control-summoned-creature,Direct a summoned monster as if you had summoned it.
fleshworm-infestation,Worms deal hp and Dex damage.
oracle's-vessel,<i>Oracle only.</i> Target gains the benefits of your oracle's curse.
plague-carrier,Target's attacks carry filth fever.
ride-the-waves,Target can breathe water and swim.
soothe-construct,Reduce the berserk chance of a construct.
spit-venom,Spit blinding black adder venom.
symbol-of-revelation,Triggered symbol reveals illusions.
symbol-of-slowing,Triggered rune slows creatures.
terrible-remorse,Creature is compelled to harm itself.
"astral-projection,-lesser",Limited astral travel.
"contagion,-greater",Infect a subject with a magical disease.
curse-of-magic-negation,Target gains the negated spellblight.
"curse,-major","As <i><a href=""/pathfinderRPG/prd//spells/bestowCurse.html#_bestow-curse"">bestow curse</a></i>, but harder to remove."
fickle-winds,Wind walls selectively block attacks.
"forbid-action,-greater","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/forbidAction.html#_forbid-action"">forbid action</a></i>, but 1 creature/level."
holy-ice,Create wall or javelins of frozen holy water.
rapid-repair,Construct gains fast healing 5.
reprobation,Marked target is shunned by your religion.
serenity,Peaceful feelings harm those attempting violence.
symbol-of-scrying,Triggered rune activates scrying sensor.
unholy-ice,Create wall or javelins of frozen unholy water.
cold-ice-strike,Cone of ice slivers deals 1d6 cold/level.
epidemic,Infect a subject with a highly contagious disease.
joyful-rapture,Negate harmful emotions.
plague-storm,"Cloud infects creatures like <i><a href=""/pathfinderRPG/prd//spells/contagion.html#_contagion"">contagion</a></i>."
symbol-of-sealing,"Creates triggered <i><a href=""/pathfinderRPG/prd//spells/wallOfForce.html#_wall-of-force"">wall of force</a></i>."
bestow-grace-of-the-champion,Target gains paladin abilities for 1 round/level.
circle-of-clarity,Emanation hampers illusions and stealth.
"create-demiplane,-lesser",Create your own demiplane.
lunar-veil,Dispel light and revert lycanthropes.
waves-of-ecstasy,Pleasure stuns and staggers creatures.
call-construct,Summon your golem to you.
create-demiplane,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane,-lesser"">lesser create demiplane</a></i>, but larger and with planar traits."
orb-of-the-void,Sphere inflicts negative levels.
"create-demiplane,-greater","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane"">create demiplane</a></i>, but larger and with more planar traits."
cursed-earth,"Plants die, living creatures catch diseases, or dead creatures rise as zombies."
interplanetary-teleport,Teleport to another planet.
overwhelming-presence,Creatures bow before you as if you were divine.
polar-midnight,Cold darkness paralyzes and deals damage.
symbol-of-strife,Triggered rune makes creatures attack.
symbol-of-vulnerability,Triggered rune gives penalties.
wooden-phalanx,Creates 1d4+2 temporary wood golems to fight for you.
decompose-corpse,Turn a corpse into a clean skeleton.
diagnose-disease,Detect and identify diseases.
frostbite,Target takes cold damage and is fatigued.
ray-of-sickening,Ray makes the subject sickened.
remove-sickness,"Suppress disease, nausea, and the sickened condition."
restore-corpse,Skeletal corpse grows flesh.
summon-minor-ally,Summon 1d3 Tiny animals.
frigid-touch,Target takes cold damage and is staggered.
masterwork-transformation,Make a normal item into a masterwork one.
pernicious-poison,Target takes a &#8211;4 penalty against poison.
tar-ball,Burning tar harms target and penalizes its Dex.
unshakable-chill,Target is afflicted with severe cold.
wartrain-mount,Animal gains the combat training general purpose.
web-shelter,Create a comfortable shelter made of webbing.
anthropomorphic-animal,Animal becomes bipedal.
ash-storm,Hamper vision and movement.
badger's-ferocity,"Weapons are <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-keen"">keen</a></i> while you concentrate."
burrow,Target gains a burrow speed of 15.
burst-of-nettles,Burst deals 3d6 damage and 1d6 acid.
fungal-infestation,Target takes bleed from attacks.
mad-monkeys,Summon a swarm of mischievous monkeys.
rain-of-frogs,Summon a swarm of poisonous frogs.
spit-venom,Spit blinding black adder venom.
vermin-shape-i-,Take the form and some of the powers of a Small or Medium vermin.
"age-resistance,-lesser",Ignore penalties from middle age.
arboreal-hammer,Tree branches attack opponents.
atavism,Animal gains advanced creature simple template.
cape-of-wasps,Wasp swarm defends or carries you.
echolocation,Sonic sense gives you blindsight 40 ft.
plague-carrier,Target's attacks carry filth fever.
ride-the-waves,Target can breathe water and swim.
touch-of-slime,Touch infests a target with green slime.
vermin-shape-ii,"As <i>vermin shape</i>, but Tiny or Large."
volcanic-storm,Hot rocks deal 5d6 damage.
"contagion,-greater",Infect a subject with a magical disease.
fickle-winds,Wind walls selectively block attacks.
raise-animal-companion,"As <i><a href=""/pathfinderRPG/prd//spells/raiseDead.html#_raise-dead"">raise dead</a></i>, but on an animal."
reprobation,Marked target is shunned by your religion.
age-resistance,Ignore penalties from old age.
eagle-aerie,Summon 1 giant eagle/3 levels.
epidemic,Infect a subject with a highly contagious disease.
plague-storm,"Cloud infects creatures like <i><a href=""/pathfinderRPG/prd//spells/contagion.html#_contagion"">contagion</a></i>."
"age-resistance,-greater",Ignore penalties from venerable age.
scouring-winds,Winds block vision and deal 3d6 damage.
"atavism,-mass",One animal/level gains advanced template.
blood-mist,Mist causes Wisdom damage and rage.
polar-midnight,Cold darkness paralyzes and deals damage.
summon-elder-worm,Summon a giant purple worm.
summon-froghemoth,Summon a froghemoth.
ear-piercing-scream,Deal sonic damage and daze target.
forbid-action,Target obeys command to not do something.
forced-quiet,Target cannot make loud noises.
hex-ward,Target gains +4 on saves against witch hexes.
horn-of-pursuit,Create three notes heard miles away.
interrogation,Target answers questions or suffers pain.
know-the-enemy,"Gain +10 on a monster <a href=""/pathfinderRPG/prd//skills/knowledge.html#_knowledge"">Knowledge</a> check."
lend-judgment,Ally gains the benefit of one judgment.
persuasive-goad,"Target takes 1d6 nonlethal damage; you gain an <a href=""/pathfinderRPG/prd//skills/intimidate.html#_intimidate"">Intimidate</a> bonus."
sanctify-corpse,Prevent a corpse from becoming an undead.
vocal-alteration,"<a href=""/pathfinderRPG/prd//skills/disguise.html#_disguise"">Disguise</a> target's voice."
wartrain-mount,Animal gains combat training.
acute-senses,"Subject gains a bonus on <a href=""/pathfinderRPG/prd//skills/perception.html#_perception"">Perception</a> checks."
delay-pain,Ignore pain for 1 hour/level.
disguise-other,"As <i><a href=""/pathfinderRPG/prd//spells/disguiseSelf.html#_disguise-self"">disguise self</a></i>, but affects you or another."
distressing-tone,Sound sickens 1d4 creatures.
ghostly-disguise,You look like a ghost of yourself.
howling-agony,Screaming pain limits the target's actions.
surmount-affliction,Temporarily suppress one condition.
blessing-of-the-mole,"1 ally/level gains darkvision and a +2 <a href=""/pathfinderRPG/prd//skills/stealth.html#_stealth"">Stealth</a> bonus."
countless-eyes,Extra eyes give all-around vision.
eldritch-fever,Target gains the eldritch ague spellblight.
terrible-remorse,Creature is compelled to harm itself.
witness,See through the target's eyes and ears.
battlemind-link,You and an ally gain attack and AC bonuses.
curse-of-magic-negation,Target gains the negated spellblight.
"daze,-mass","As <i><a href=""/pathfinderRPG/prd//spells/daze.html#_daze"">daze</a></i>, but affecting multiple creatures."
fleshworm-infestation,Worms deal hp and Dex damage.
"interrogation,-greater","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/interrogation.html#_interrogation"">interrogation</a></i>, except with more pain and more questions."
leashed-shackles,Target is restricted to a specific location.
reprobation,Marked target is shunned by your religion.
divine-pursuit,Gain a movement type of your prey.
"forbid-action,-greater","As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/forbidAction.html#_forbid-action"">forbid action</a></i>, but 1 creature/level."
"lend-judgment,-greater",Ally receives all your judgments.
overwhelming-presence,Creatures bow before you as if you were divine.
corrosive-touch,Touch attack deals 1d4 acid/level.
frostbite,Target takes cold damage and is fatigued.
blood-transcription,Learn a spell from the target's blood.
defensive-shock,Electricity damages your attackers.
frigid-touch,Target takes cold damage and is staggered.
force-hook-charge,Hook of force drags you to the target.
force-punch,Target takes 1d4 force damage per level and is pushed away.
monstrous-physique-i,Take the form and some of the powers of a Small or Medium monstrous humanoid.
undead-anatomy-i,Take the form and some of the powers of a Small or Medium undead.
arcana-theft,Targeted dispel transfers an effect to you.
monstrous-physique-ii,Take the form and some of the powers of a Tiny or Large monstrous humanoid.
vermin-shape-i-,Take the form and some of the powers of a Small or Medium vermin.
wall-of-sound,Sonic wall deflects and damages creatures.
acidic-spray,1d6/level acid damage plus 1 round of acid.
corrosive-consumption,Acidic patch damages an opponent.
monstrous-physique-iii,Take the form and some of the powers of a Diminutive or Huge monstrous humanoid.
undead-anatomy-ii,Take the form and some of the powers of a Tiny or Large undead.
vermin-shape-ii,"As <i>vermin shape</i>, but Tiny or Large."
monstrous-physique-iv,"As <i><a href=""/pathfinderRPG/prd/ultimateMagic/spells/monstrousPhysique.html#_monstrous-physique-iii"">monstrous physique III</a></i>, with more abilities."
undead-anatomy-iii,Take the form and some of the powers of a Diminutive or Huge undead.
diagnose-disease,Detect and identify diseases.
horn-of-pursuit,Create three notes heard miles away.
know-the-enemy,"Gain +10 on a monster <a href=""/pathfinderRPG/prd//skills/knowledge.html#_knowledge"">Knowledge</a> check."
sanctify-corpse,Prevent a corpse from becoming an undead.
wartrain-mount,Animal gains the combat training general purpose.
word-of-resolve,Ally rerolls a save against charm or fear.
arrow-of-law,Harm and possibly daze chaotic creatures.
holy-shield,Lend your shield's protection to another.
vestment-of-the-champion,Armor or shield gains a <br/>+1 enhancement per four levels.
archon's-aura,Aura penalizes enemy attacks and AC.
blade-of-bright-victory,"Bonded weapon gains <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-ghost-touch"">ghost touch</a></i>."
blessing-of-the-mole,"1 ally/level gains darkvision and a +2 <a href=""/pathfinderRPG/prd//skills/stealth.html#_stealth"">Stealth</a> bonus."
bestow-grace-of-the-champion,Target gains paladin abilities for 1 round/level.
raise-animal-companion,"As <i><a href=""/pathfinderRPG/prd//spells/raiseDead.html#_raise-dead"">raise dead</a></i>, but on an animal."
reprobation,Marked target is shunned by your religion.
symbol-of-healing,Triggered rune heals living creatures.
anticipate-peril,Target gains a bonus on one initiative check.
diagnose-disease,Detect and identify diseases.
horn-of-pursuit,Create three notes heard miles away.
know-the-enemy,"Gain +10 on a monster <a href=""/pathfinderRPG/prd//skills/knowledge.html#_knowledge"">Knowledge</a> check."
summon-minor-ally,Summon 1d3 Tiny animals.
wartrain-mount,Animal gains combat training.
acute-senses,"Subject gains a bonus on <a href=""/pathfinderRPG/prd//skills/perception.html#_perception"">Perception</a> checks."
badger's-ferocity,"Weapons are <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-keen"">keen</a></i> while you concentrate."
web-shelter,Create a comfortable shelter made of webbing.
blessing-of-the-mole,"1 ally/level gains darkvision and a +2 <a href=""/pathfinderRPG/prd//skills/stealth.html#_stealth"">Stealth</a> bonus."
burrow,Target gains a burrow speed of 15.
fickle-winds,Wind walls selectively block attacks.
"darkvision,-greater",See 120 ft. in total darkness.
raise-animal-companion,"As <i><a href=""/pathfinderRPG/prd//spells/raiseDead.html#_raise-dead"">raise dead</a></i>, but on an animal."
anticipate-peril,Target gains a bonus on one initiative check.
bungle,Target takes a &#8211;20 penalty on its next attack roll or check.
corrosive-touch,Touch attack deals 1d4 acid/level.
decompose-corpse,Turn a corpse into a clean skeleton.
delusional-pride,Target is penalized on attacks and checks but gains bonus against charms and compulsions.
ear-piercing-scream,Deal sonic damage and daze target.
forced-quiet,Target cannot make loud noises.
icicle-dagger,Masterwork ice dagger deals +1 cold damage.
interrogation,Target answers questions or suffers pain.
ki-arrow,Arrow deals damage as your unarmed strike.
polypurpose-panacea,Gain a relaxing or entertaining effect.
ray-of-sickening,Ray makes the subject sickened.
restore-corpse,Skeletal corpse grows flesh.
shadow-weapon,Create a quasi-real masterwork weapon.
snapdragon-fireworks,Create 1 dragon firework/level.
summon-minor-monster,Summon 1d3 Tiny animals.
unprepared-combatant,Target takes &#8211;4 on initiative and Reflex saves.
vocal-alteration,"<a href=""/pathfinderRPG/prd//skills/disguise.html#_disguise"">Disguise</a> target's voice."
youthful-appearance,Target appears younger.
badger's-ferocity,"Weapons are <i><a href=""/pathfinderRPG/prd//magicItems/weapons.html#_weapons-keen"">keen</a></i> while you concentrate."
blood-transcription,<i>Wizard only. </i>Learn a spell from the target's blood.
boiling-blood,Targets take fire damage; orcs get +2 Strength.
compassionate-ally,Target is compelled to help injured ally.
cushioning-bands,Force bands protect against crushing.
defensive-shock,Electricity damages your attackers.
delay-pain,Ignore pain for 1 hour/level.
disfiguring-touch-,Target becomes disfigured.
disguise-other,"As <i><a href=""/pathfinderRPG/prd//spells/disguiseSelf.html#_disguise-self"">disguise self</a></i>, but affects you or another."
frigid-touch,Target takes cold damage and is staggered.
ghostly-disguise,You look like a ghost of yourself.
haunting-mists,Creatures are shaken and take Wis damage.
mad-hallucination,Target takes penalties to mental actions.
masterwork-transformation,Make a normal item into a masterwork one.
miserable-pity,Opponents cannot attack a pathetic creature.
oppressive-boredom,Target loses its next action.
pernicious-poison,Target takes a &#8211;4 penalty against poison.
protective-penumbra,Shadow protects the target from light.
sculpt-simulacrum-,Alter a simulacrum's appearance.
share-memory,Share one memory with the target.
